#FamilyID	human<0>	chimp<1>	orang<2>	<3>	baboon<4>	macaque<5>	gibbon<6>	<7>	<8>	<9>	horse<10>	cat<11>	marmoset<12>	<13>	cow<14>	<15>	mouse<16>	rat<17>	<18>	<19>	<20>	<21>	<22>	
646	0.530797	0.530797	0.571902	0.545223	0.531608	1.25447e-06	0.128096	0.516205	0.598712	0.548533	0.767603	0.767603	0.685631	0.598732	0.775912	0.531601	0.684325	0.121506	0.743749	0.621671	0.809649	0.692489	N/A
647	1.77193e-20	0.545121	0.601944	0.56551	0.000105915	3.27872e-06	0.000943909	4.20055e-07	0.577104	0.537098	0.677977	0.268219	0.610335	0.0283397	0.68601	0.516192	0.0890098	0.559978	0.65632	0.567508	0.335683	0.615353	N/A
649	0.00015945	0.515769	0.5381	0.523428	0.523997	0.523997	0.54538	0.508203	0.0283328	0.525212	0.0242431	0.0242431	0.165736	0.553594	0.000958174	0.523992	0.0153958	0.774227	0.315833	0.596058	0.00459428	0.296218	N/A
650	0.523373	0.523373	0.0835524	0.534521	0.531608	0.000723421	0.56573	0.512229	0.598712	0.0731248	0.42046	0.210874	0.122663	0.598732	0.775912	0.531601	0.684325	0.283176	0.743749	0.621671	0.809649	0.692489	N/A
655	0.523373	0.523373	0.029701	0.534521	0.531608	8.18323e-08	0.0990243	0.512229	0.598712	0.0731248	0.729932	0.354238	0.034209	0.598732	0.7385	0.523992	0.650294	0.650294	0.138959	0.596058	0.774756	0.657673	N/A
657	0.50798	0.50798	0.5381	0.0351438	0.539034	0.0011368	0.54538	0.508203	0.0564605	0.000525008	0.677977	0.268219	0.000211814	0.598732	0.280495	0.516192	0.000777216	1.03842e-09	0.138959	0.145091	0.215021	0.657673	N/A
658	0.0463215	0.0160181	0.571902	0.545223	0.0475449	0.0164575	0.128096	0.516205	0.598712	0.548533	0.42046	0.767603	0.685631	0.598732	0.434869	0.531601	0.684325	0.283176	0.743749	0.621671	0.809649	0.692489	N/A
659	0.523373	0.523373	0.555503	0.534521	0.523997	0.523997	0.0990243	0.512229	0.577104	0.537098	0.729932	0.729932	1.36273e-08	0.149614	0.7385	0.523992	0.650294	0.650294	0.138959	0.596058	0.774756	0.657673	N/A
661	0.50798	0.50798	0.555503	0.000228888	8.18323e-08	0.531608	0.0990243	0.512229	0.598712	0.0731248	0.354238	0.00617765	1.79962e-06	0.598732	0.0272779	0.523992	0.0070857	0.0200439	0.138959	0.596058	0.774756	0.657673	N/A
663	0.515769	0.515769	0.5381	0.523428	0.0164575	0.531608	0.068083	0.508203	0.0424468	0.0557738	0.0126724	0.767603	0.651469	0.577121	0.775912	0.531601	0.71279	0.71279	0.379981	0.621671	0.274352	0.692489	N/A
664	0.5	0.5	0.5	0.5	0.508198	0.508198	5.73668e-66	0.00618647	0.527952	0.512852	0.5	0.5	0.0898497	0.527958	0.5	0.5	0.0890098	0.559978	0.58989	0.0531244	0.638009	0.563611	N/A
665	0.0351084	0.523373	0.571902	0.068115	0.0475449	0.000723421	0.128096	0.516205	0.598712	0.548533	0.42046	0.42046	0.122663	0.598732	0.775912	0.531601	0.684325	0.684325	0.743749	0.621671	0.809649	0.692489	N/A
668	0.530797	0.0463215	0.571902	0.545223	0.0475449	0.000723421	0.128096	0.516205	0.598712	0.548533	0.354238	0.354238	0.00270794	0.598732	0.7385	0.523992	0.228371	0.0920503	0.138959	0.596058	0.774756	0.657673	N/A
671	0.523373	0.523373	0.029701	0.534521	0.523997	0.0123458	0.0990243	0.512229	0.577104	0.537098	0.729932	0.162553	0.230192	0.577121	0.7385	0.523992	0.330334	0.00476401	0.706034	0.596058	0.0953474	0.657673	N/A
673	0.523373	0.523373	0.555503	0.534521	0.531608	0.000723421	0.56573	0.512229	0.0424468	0.537098	0.0576734	0.729932	0.651469	0.577121	0.7385	0.523992	0.228371	0.0200439	0.706034	0.596058	0.774756	0.657673	N/A
678	0.0160181	0.0463215	0.108608	0.545223	0.0164575	1.25447e-06	0.584679	0.516205	0.598712	0.548533	0.0415933	0.767603	0.685631	0.598732	0.434869	0.531601	0.684325	0.121506	0.743749	0.621671	0.809649	0.692489	N/A
679	0.530797	0.530797	0.571902	0.545223	0.0205652	0.539034	0.128096	0.516205	0.0564605	0.548533	0.677977	0.677977	0.00270794	0.598732	0.68601	0.516192	0.609391	0.609391	0.0205199	0.567508	0.721825	0.615353	N/A
680	0.523373	0.523373	0.029701	0.534521	0.523997	0.000399384	0.56573	0.512229	0.577104	0.537098	0.677977	0.677977	0.651469	0.577121	0.68601	0.516192	0.00040963	0.330334	0.706034	0.145091	0.0953474	0.657673	N/A
681	0.515769	0.0236546	0.5381	0.523428	0.0587966	3.98949e-13	0.56573	0.0183565	0.0564605	0.0731248	0.677977	0.677977	0.000211814	0.598732	0.68601	0.516192	0.609391	0.0616988	0.0205199	0.567508	0.721825	0.615353	N/A
682	1.06599e-11	0.0463215	0.571902	0.545223	0.523997	0.523997	0.0990243	0.00620329	0.577104	0.537098	0.729932	0.729932	0.651469	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
683	0.530797	0.530797	0.555503	0.0179911	0.523997	3.35416e-08	0.56573	0.512229	0.577104	0.537098	0.00617765	0.354238	0.651469	0.577121	0.7385	0.523992	0.228371	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
687	0.523373	0.523373	0.571902	0.068115	0.000209491	0.0164575	0.584679	0.516205	0.598712	0.548533	0.354238	0.729932	0.034209	0.598732	0.7385	0.523992	0.650294	0.0200439	0.138959	0.596058	0.774756	0.657673	N/A
689	0.523373	0.523373	0.0040202	0.068115	0.531608	0.0164575	0.584679	0.516205	0.598712	0.548533	0.729932	0.729932	0.651469	0.042457	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
692	0.523373	0.523373	4.44446e-05	0.534521	0.0123458	0.523997	0.56573	0.512229	0.577104	0.537098	0.162553	0.729932	0.651469	0.577121	0.171665	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
693	0.50798	0.50798	4.44446e-05	0.000228888	0.036046	3.86132e-10	0.56573	0.512229	0.577104	0.537098	0.354238	0.354238	0.092944	0.577121	0.171665	0.523992	0.283176	0.0336188	0.706034	0.596058	0.215021	0.657673	N/A
694	0.0351084	0.523373	0.571902	0.068115	0.531608	0.0164575	0.128096	0.516205	0.598712	0.548533	0.729932	0.162553	0.122663	0.598732	0.7385	0.523992	0.650294	0.650294	0.138959	0.596058	0.774756	0.657673	N/A
696	3.60249e-12	0.523373	0.555503	0.534521	0.523997	0.523997	0.56573	0.512229	0.577104	0.537098	0.729932	0.729932	0.651469	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
698	0.515769	0.00801157	0.5381	0.523428	0.0242933	0.516195	0.54538	0.508203	0.553582	0.525212	0.354238	0.729932	0.651469	0.116293	0.368191	0.523992	0.774227	0.0153958	0.706034	0.596058	0.00459428	0.296218	N/A
699	0.000378511	0.523373	0.0835524	0.534521	0.523997	0.0123458	0.56573	0.512229	0.577104	0.537098	0.729932	0.729932	0.651469	0.577121	0.7385	0.523992	0.684325	0.121506	0.706034	0.596058	0.215021	0.657673	N/A
708	0.515769	0.0236546	0.555503	0.0518909	0.54628	0.0246678	0.56573	0.512229	0.070335	0.000863131	0.354238	0.354238	0.00489135	0.618603	0.7385	0.523992	0.609391	0.609391	0.0432669	0.596058	0.428661	0.657673	N/A
711	0.523373	0.523373	0.555503	0.534521	0.523997	0.0123458	0.56573	0.512229	0.577104	0.537098	0.162553	0.0242431	0.230192	0.577121	0.0272779	0.523992	1.26417e-08	0.0130027	0.706034	0.596058	0.215021	0.657673	N/A
714	3.37485e-10	0.0351084	0.555503	0.534521	0.523997	0.0123458	0.0990243	0.512229	0.577104	0.537098	0.162553	0.354238	0.00723478	0.577121	0.171665	0.523992	0.684325	0.684325	0.706034	0.596058	0.215021	0.657673	N/A
715	0.523373	0.0351084	0.555503	0.534521	0.0123458	0.523997	0.56573	0.512229	0.577104	0.537098	0.729932	0.000119305	0.651469	0.577121	0.368191	0.523992	0.650294	0.0920503	0.706034	0.596058	0.774756	0.657673	N/A
718	0.515769	0.0236546	0.555503	0.0518909	0.539034	0.0205652	0.000943909	0.512229	0.618579	0.000863131	0.604852	0.604852	4.99871e-06	0.618603	0.61062	0.508196	0.0070857	7.69835e-06	0.0432669	0.00228872	0.774756	0.657673	N/A
720	0.50798	0.50798	0.029701	0.000228888	0.539034	0.0205652	0.0990243	0.512229	0.0564605	0.0731248	0.677977	0.677977	0.000211814	0.598732	0.68601	0.516192	0.650294	0.0200439	0.138959	0.145091	0.774756	0.657673	N/A
721	0.0236546	0.515769	0.029701	0.0518909	0.0475449	0.0164575	0.000943909	0.512229	0.598712	0.0731248	0.268219	0.110068	5.65321e-13	0.598732	0.280495	0.516192	0.609391	0.609391	0.0205199	0.567508	0.721825	0.615353	N/A
723	0.545121	0.545121	0.000645126	1.00567e-05	0.523997	0.036046	0.0990243	0.512229	0.577104	0.537098	0.0242431	0.729932	6.68052e-07	0.577121	0.171665	0.523992	0.164312	0.609391	0.706034	0.596058	0.428661	0.657673	N/A
737	0.0120161	0.523373	0.555503	0.534521	0.523997	0.036046	0.00322522	0.512229	0.577104	0.537098	0.729932	0.729932	0.651469	0.577121	0.171665	0.523992	0.0920503	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
741	0.0120161	0.0351084	0.029701	0.534521	0.523997	0.036046	1.10455e-05	0.512229	0.577104	0.537098	0.729932	0.0242431	0.092944	0.577121	0.7385	0.523992	0.330334	3.85391e-05	0.706034	0.596058	0.0953474	0.657673	N/A
742	0.50798	0.50798	0.0198129	0.0351438	0.000105915	3.35416e-08	0.068083	0.508203	0.577104	0.0557738	0.00203778	0.354238	0.651469	0.577121	0.171665	0.523992	0.371148	1.24439e-05	0.706034	0.596058	0.0710785	0.296218	N/A
743	0.0351084	0.523373	0.029701	0.534521	0.523997	0.523997	0.56573	0.512229	0.577104	0.537098	0.354238	0.729932	0.00124981	0.577121	0.7385	0.523992	0.650294	0.0200439	0.706034	0.596058	0.774756	0.657673	N/A
746	0.515769	0.00801157	0.5381	0.523428	0.516195	0.00823145	0.54538	0.508203	0.553582	0.525212	0.354238	0.354238	9.3031e-05	0.116293	0.000958174	0.523992	0.650294	0.0200439	0.706034	0.596058	0.774756	0.657673	N/A
749	0.0120161	0.0351084	0.029701	0.534521	0.0123458	0.036046	0.000943909	0.512229	0.577104	0.537098	0.767603	0.210874	0.651469	0.577121	0.434869	0.531601	0.684325	0.283176	0.379981	0.621671	0.809649	0.692489	N/A
751	0.515769	0.515769	0.029701	0.0518909	0.036046	3.35416e-08	0.0990243	0.512229	0.577104	0.537098	0.268219	0.268219	4.15845e-09	0.577121	0.68601	0.516192	0.0616988	0.609391	0.0937234	0.567508	0.721825	0.615353	N/A
752	0.000378511	0.523373	0.555503	0.534521	0.523997	0.036046	0.56573	0.512229	0.577104	0.537098	0.354238	0.729932	0.651469	0.577121	0.7385	0.523992	0.0336188	0.283176	0.706034	0.596058	0.215021	0.657673	N/A
755	0.523373	0.0351084	0.555503	0.534521	0.0123458	0.523997	0.00322522	0.512229	0.577104	0.537098	0.729932	0.729932	0.092944	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
771	0.515769	0.515769	0.029701	0.0518909	0.036046	0.000399384	0.56573	0.512229	0.577104	0.537098	0.354238	0.729932	0.00124981	0.577121	0.7385	0.523992	0.228371	0.0200439	0.706034	0.596058	0.774756	0.657673	N/A
772	3.37485e-10	3.16732e-07	0.029701	0.534521	0.516195	0.00823145	0.000333577	0.00413564	0.553582	0.525212	0.000119305	0.729932	0.00277342	0.553594	0.368191	0.523992	0.0200439	0.650294	0.315833	0.596058	0.774756	0.657673	N/A
789	0.50798	0.50798	0.029701	0.000228888	7.57446e-06	0.531608	0.0990243	0.512229	0.0424468	0.537098	0.0242431	0.729932	0.092944	0.577121	0.368191	0.523992	0.283176	0.0336188	0.706034	0.596058	0.215021	0.657673	N/A
790	0.0351084	0.523373	4.44446e-05	0.534521	0.0123458	0.523997	0.0990243	0.512229	0.577104	0.537098	0.354238	0.729932	0.651469	0.577121	0.7385	0.523992	0.0920503	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
797	0.0351084	0.0120161	0.029701	0.534521	0.523997	0.0123458	0.56573	0.512229	0.577104	0.537098	0.729932	0.729932	0.651469	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
801	0.000685832	0.530797	0.571902	0.545223	0.000209491	0.0164575	0.0474431	0.516205	0.598712	0.548533	0.027985	0.268219	0.685631	0.598732	0.68601	0.516192	0.0890098	0.559978	0.0205199	0.567508	0.335683	0.615353	N/A
802	0.0160181	0.530797	0.5381	0.000356438	0.516195	0.00823145	0.068083	0.508203	0.553582	0.525212	0.0576734	0.00203778	0.165736	0.553594	0.171665	0.523992	0.71279	0.149823	0.315833	0.596058	0.0953474	0.657673	N/A
816	0.515769	0.0236546	0.5381	0.523428	0.036046	0.000399384	0.54538	0.508203	0.577104	0.0557738	0.0049209	0.0904794	0.000211814	0.149614	0.222097	0.531601	0.0070857	0.650294	0.743749	0.621671	0.49558	0.692489	N/A
817	0.50798	0.50798	0.519624	0.511927	0.0242933	1.11851e-10	0.54538	0.012305	0.553582	0.525212	0.604852	0.604852	0.062304	0.553594	0.61062	0.508196	0.00160566	1.79699e-12	0.65632	0.101309	0.0953474	0.239819	N/A
818	0.0120161	0.523373	0.00225725	0.534521	0.523997	0.0123458	0.56573	0.512229	0.577104	0.537098	0.354238	0.729932	0.651469	0.577121	0.0272779	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
827	3.02456e-06	0.523373	0.029701	0.534521	0.523997	0.000105915	0.56573	0.512229	0.577104	0.537098	0.729932	0.729932	0.651469	0.577121	0.7385	0.523992	0.228371	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
850	0.0236546	0.515769	0.555503	0.0518909	0.000105915	3.27872e-06	0.0990243	0.512229	0.577104	0.537098	0.767603	0.767603	0.00270794	0.149614	0.0463985	0.531601	0.228371	0.650294	0.743749	0.621671	0.49558	0.692489	N/A
869	0.0120161	0.000100228	0.00225725	0.534521	0.531608	0.531608	0.0990243	0.512229	0.0424468	0.537098	0.729932	0.354238	0.651469	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
886	0.000378511	0.523373	0.555503	0.534521	0.523997	0.036046	0.0990243	0.512229	0.577104	0.537098	0.729932	0.729932	0.092944	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
887	0.523373	3.16732e-07	0.555503	0.534521	0.523997	0.523997	0.00322522	0.512229	0.577104	0.537098	0.162553	0.162553	0.651469	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
893	0.000100228	0.523373	0.555503	0.534521	0.523997	0.0123458	0.56573	0.512229	0.577104	0.537098	0.729932	0.729932	0.0204132	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
894	0.50798	0.50798	0.029701	0.000228888	0.000105915	0.523997	0.56573	0.512229	0.577104	0.537098	0.354238	0.0576734	0.00124981	0.577121	0.368191	0.523992	0.0070857	7.69835e-06	0.706034	0.596058	0.774756	0.657673	N/A
895	0.0120161	0.523373	0.0835524	0.534521	0.523997	0.036046	0.0990243	0.512229	0.577104	0.537098	0.210874	0.42046	0.651469	0.577121	0.222097	0.531601	0.0920503	0.0070857	0.379981	0.621671	0.49558	0.692489	N/A
924	0.0351084	0.523373	0.555503	0.534521	0.523997	0.000399384	0.56573	0.512229	0.577104	0.537098	0.729932	0.729932	0.092944	0.577121	0.7385	0.523992	0.0070857	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
951	0.0236546	0.515769	0.555503	0.0518909	0.000105915	0.000399384	0.0990243	0.512229	0.577104	0.537098	0.0242431	0.0576734	0.092944	0.577121	0.7385	0.523992	0.000283598	6.31264e-07	0.706034	0.596058	0.774756	0.657673	N/A
952	3.37485e-10	0.0351084	0.029701	0.534521	0.516195	0.00823145	0.068083	0.00413564	0.553582	0.525212	0.677977	0.110068	0.165736	0.553594	0.68601	0.516192	0.684325	0.684325	0.65632	0.567508	0.215021	0.239819	N/A
971	0.0351084	0.523373	0.555503	0.534521	0.0123458	0.036046	0.56573	0.512229	0.577104	0.537098	0.354238	0.162553	0.092944	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
983	0.50798	0.00400578	0.519624	0.511927	0.0242933	0.000168294	0.523513	0.504127	0.553582	0.0378194	0.354238	1.74428e-05	0.610335	0.553594	0.7385	0.523992	0.0070857	6.31264e-07	0.315833	0.596058	0.774756	0.657673	N/A
988	0.515769	0.515769	0.5381	0.523428	0.036046	0.0123458	0.54538	0.508203	0.577104	0.0557738	0.354238	0.354238	9.3031e-05	0.577121	0.0636804	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
997	3.01196e-08	0.0351084	0.555503	0.534521	3.60642e-05	0.516195	0.0990243	0.512229	0.116268	0.537098	0.604852	0.604852	9.3031e-05	0.577121	0.61062	0.508196	0.228371	7.69835e-06	0.0937234	0.101309	0.147149	0.615353	N/A
1022	0.523373	0.523373	0.555503	0.534521	0.523997	0.523997	0.000943909	0.512229	0.577104	0.537098	0.729932	0.162553	0.092944	0.577121	0.7385	0.523992	0.0920503	0.0070857	0.706034	0.596058	0.774756	0.657673	N/A
1034	3.86601e-27	0.515769	0.5381	0.523428	0.516195	0.0242933	0.068083	0.508203	0.553582	0.525212	0.677977	0.268219	0.165736	0.553594	0.68601	0.516192	0.650294	0.650294	0.65632	0.567508	0.147149	0.615353	N/A
1037	0.0236546	0.515769	0.00225725	0.0518909	0.000105915	3.27872e-06	0.56573	0.512229	0.577104	0.537098	0.268219	0.268219	0.092944	0.577121	0.11643	0.516192	0.0070857	8.96362e-05	0.706034	0.145091	0.774756	0.657673	N/A
1038	3.02456e-06	0.523373	0.555503	0.534521	0.516195	0.0242933	0.56573	0.512229	0.116268	0.537098	0.0242431	0.729932	0.651469	0.577121	0.7385	0.523992	0.0920503	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
1042	0.523373	0.0120161	0.555503	0.534521	0.036046	0.523997	0.00322522	0.512229	0.577104	0.537098	0.729932	0.729932	0.651469	0.577121	0.368191	0.523992	0.650294	0.0070857	0.706034	0.596058	0.774756	0.657673	N/A
1056	0.0236546	0.515769	0.555503	0.0518909	0.0242933	0.516195	0.56573	0.512229	0.116268	0.537098	0.354238	0.729932	0.651469	0.577121	2.39385e-05	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
1058	0.5	0.5	0.029701	1.15784e-06	0.036046	3.27872e-06	0.56573	0.512229	0.577104	0.537098	0.268219	0.268219	5.34264e-08	0.577121	0.68601	0.516192	0.164312	0.000429546	0.0937234	0.567508	0.721825	0.615353	N/A
1075	0.538044	0.00107808	0.0493554	0.555547	0.531608	0.0475449	0.128096	0.00827059	0.598712	0.548533	0.5	0.5	0.685631	0.598732	0.5	0.5	0.559978	0.559978	0.000416083	0.0531244	0.638009	0.563611	N/A
1082	0.50798	0.50798	0.519624	0.511927	0.523997	0.000399384	0.54538	0.012305	0.577104	0.0557738	0.354238	0.354238	0.0204132	0.577121	0.7385	0.523992	0.228371	8.96362e-05	0.706034	0.596058	0.774756	0.657673	N/A
1083	0.0236546	0.515769	0.5381	0.523428	0.516195	0.000168294	0.54538	0.508203	0.553582	0.525212	0.00203778	0.729932	0.610335	0.553594	0.171665	0.523992	0.0130027	1.70231e-06	0.315833	0.596058	0.215021	0.657673	N/A
1085	0.00801157	0.0236546	0.5381	0.523428	0.0242933	0.516195	0.068083	0.508203	0.553582	0.525212	2.46656e-06	0.00203778	0.610335	0.553594	0.368191	0.523992	0.71279	0.71279	0.315833	0.596058	0.0953474	0.657673	N/A
1088	0.50798	0.50798	0.00225725	0.000228888	0.000105915	3.35416e-08	0.000943909	0.512229	0.577104	0.537098	0.354238	0.0576734	9.3031e-05	0.577121	0.0272779	0.523992	0.164312	0.609391	0.706034	0.596058	0.428661	0.657673	N/A
1093	1.15505e-36	0.50798	0.519624	0.511927	0.00411572	0.508198	0.523513	0.504127	0.527952	0.512852	0.677977	0.268219	0.560551	0.527958	0.68601	0.516192	0.609391	0.609391	0.23526	0.567508	0.721825	0.615353	N/A
1094	0.0351084	0.523373	0.555503	0.534521	0.523997	0.000105915	0.56573	0.512229	0.577104	0.537098	0.729932	0.354238	0.651469	0.577121	0.171665	0.523992	0.650294	0.0920503	0.706034	0.596058	0.774756	0.657673	N/A
1104	0.50798	0.50798	0.519624	0.511927	0.000105915	4.23483e-12	0.54538	0.012305	0.577104	0.0557738	0.268219	0.268219	0.00124981	0.577121	0.11643	0.516192	0.0070857	8.96362e-05	0.706034	0.145091	0.774756	0.657673	N/A
1108	0.0236546	0.515769	0.029701	0.0518909	0.523997	0.000399384	0.000943909	0.512229	0.577104	0.537098	0.268219	0.268219	5.34264e-08	0.577121	0.68601	0.516192	0.0616988	0.164312	0.0937234	0.567508	0.721825	0.615353	N/A
1109	0.515769	0.515769	0.0571577	0.523428	3.60642e-05	0.516195	0.068083	0.508203	0.553582	0.525212	0.268219	0.677977	0.610335	0.553594	0.68601	0.516192	1.79699e-12	0.00160566	0.65632	0.567508	0.0953474	0.239819	N/A
1110	0.515769	0.515769	0.0198129	0.523428	0.523997	0.000399384	0.54538	0.508203	0.0283328	0.525212	0.677977	0.677977	0.610335	0.553594	0.0026641	0.516192	0.609391	0.0090917	0.65632	0.567508	0.721825	0.615353	N/A
1111	0.0120161	0.523373	0.0835524	0.534521	0.523997	0.523997	0.0990243	0.512229	0.577104	0.537098	0.354238	0.729932	0.092944	0.577121	0.368191	0.523992	0.228371	0.0920503	0.706034	0.596058	0.774756	0.657673	N/A
1114	0.50798	0.50798	1.51067e-05	0.0351438	0.0242933	9.35073e-17	0.068083	0.508203	0.553582	0.525212	0.268219	0.00227254	0.000441927	0.553594	0.280495	0.516192	0.164312	0.609391	0.65632	0.567508	0.721825	0.615353	N/A
1120	0.0236546	0.515769	0.5381	0.523428	0.516195	0.516195	0.0237832	0.508203	0.553582	0.525212	0.729932	7.94074e-10	0.165736	0.553594	0.0272779	0.523992	0.609391	0.00271303	0.315833	0.596058	0.428661	0.657673	N/A
1122	2.24578e-30	0.0119539	0.0293375	0.511927	2.78905e-07	0.0122802	0.0351273	0.504127	0.527952	0.512852	0.5	0.5	0.0898497	0.527958	0.5	0.5	1.57181e-12	0.000283598	0.58989	0.0531244	0.147149	0.1733	N/A
1128	0.0120161	0.0351084	0.029701	0.534521	0.516195	0.516195	0.54538	0.00413564	0.553582	0.525212	0.729932	0.729932	0.610335	0.553594	0.7385	0.523992	0.650294	0.650294	0.315833	0.596058	0.774756	0.657673	N/A
1130	0.515769	0.0236546	0.0198129	0.523428	0.508198	0.508198	0.068083	0.508203	0.0803951	0.525212	0.0126724	0.767603	0.610335	0.553594	0.434869	0.531601	0.121506	0.283176	0.0302891	0.621671	0.809649	0.692489	N/A
1136	0.50798	0.50798	0.519624	0.511927	0.508198	0.00411572	0.523513	0.504127	0.527952	0.512852	0.268219	0.268219	0.560551	0.527958	0.000386361	0.516192	0.000777216	5.04319e-13	0.23526	0.567508	0.215021	0.239819	N/A
1138	0.515769	0.515769	0.5381	0.523428	0.531608	0.0164575	0.54538	0.508203	0.0424468	0.0557738	0.0242431	0.162553	0.092944	0.577121	0.0272779	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
1141	0.530797	0.530797	0.0835524	0.0179911	0.000105915	0.000399384	0.56573	0.512229	0.577104	0.537098	0.677977	0.677977	0.092944	0.577121	0.68601	0.516192	0.609391	0.609391	0.0937234	0.567508	0.721825	0.615353	N/A
1143	0.50798	0.50798	0.519624	0.511927	0.036046	0.000399384	0.56573	2.62095e-05	0.577104	0.537098	0.268219	0.268219	0.0204132	0.577121	0.68601	0.516192	0.000777216	1.70231e-06	0.706034	0.145091	0.215021	0.657673	N/A
1145	6.80211e-20	0.50798	0.0293375	0.511927	0.523997	0.523997	0.523513	0.504127	0.0283328	0.0378194	0.268219	0.110068	0.009267	0.553594	0.68601	0.516192	0.00271303	0.000429546	0.65632	0.567508	0.721825	0.615353	N/A
1146	0.515769	0.0236546	0.5381	0.523428	0.516195	1.07379e-12	0.54538	0.508203	0.553582	0.525212	0.677977	0.677977	0.009267	0.553594	0.68601	0.516192	0.609391	0.0616988	0.65632	0.567508	0.721825	0.615353	N/A
1147	0.00155203	0.545121	0.0590934	0.56551	0.516195	0.516195	0.068083	7.26534e-10	0.553582	0.525212	0.604852	0.604852	0.560551	0.0141689	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
1150	0.515769	0.515769	0.029701	0.0518909	0.036046	0.0123458	0.0990243	0.512229	0.577104	0.537098	0.677977	0.677977	0.0204132	0.577121	0.68601	0.516192	0.0616988	0.609391	0.0937234	0.567508	0.721825	0.615353	N/A
1151	7.35051e-08	0.530797	0.0395535	0.545223	0.0123458	0.523997	0.0990243	0.00620329	0.577104	0.537098	0.604852	0.604852	0.560551	0.000401837	0.61062	0.508196	0.559978	0.559978	0.58989	0.535636	0.638009	0.563611	N/A
1152	0.50798	0.0119539	0.5381	0.0351438	0.523997	3.35416e-08	0.068083	0.508203	0.577104	0.0557738	0.268219	0.027985	6.68052e-07	0.577121	0.68601	0.516192	0.559978	0.559978	0.0937234	0.567508	0.335683	0.615353	N/A
1154	0.515769	0.0236546	0.029701	0.0518909	0.523997	0.000105915	0.0356433	0.512229	0.577104	0.537098	0.0576734	0.729932	0.00723478	0.577121	0.7385	0.523992	0.228371	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
1155	0.515769	0.0236546	0.555503	0.0518909	0.523997	0.0123458	0.56573	0.512229	0.577104	0.537098	0.354238	0.354238	0.230192	0.577121	0.171665	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
1156	0.523373	0.523373	0.0835524	0.534521	0.523997	3.45243e-07	0.56573	0.512229	0.577104	0.537098	0.729932	0.729932	0.651469	0.577121	0.7385	0.523992	0.650294	0.650294	0.706034	0.596058	0.774756	0.657673	N/A
1158	0.515769	0.515769	0.00225725	0.0518909	0.516195	0.516195	0.56573	0.512229	0.116268	0.537098	0.162553	0.354238	0.651469	0.577121	0.368191	0.523992	0.650294	0.228371	0.706034	0.596058	0.774756	0.657673	N/A
1161	0.000100228	0.0120161	1.08547e-06	0.534521	0.516195	0.516195	0.0990243	0.512229	0.116268	0.537098	0.604852	0.604852	6.68052e-07	0.577121	0.61062	0.508196	0.559978	0.559978	0.00441044	0.535636	0.638009	0.563611	N/A
1162	0.0236546	0.515769	0.00096639	0.523428	0.00823145	0.516195	0.54538	0.508203	0.553582	0.525212	0.162553	0.00617765	0.165736	0.553594	0.368191	0.523992	0.650294	0.228371	0.315833	0.596058	0.774756	0.657673	N/A
1163	8.35859e-15	0.515769	0.5381	0.523428	0.516195	0.516195	0.54538	0.508203	0.553582	0.525212	0.677977	0.677977	0.610335	0.553594	0.68601	0.516192	0.609391	0.0616988	0.65632	0.567508	0.721825	0.615353	N/A
1165	0.515769	0.00801157	0.5381	0.523428	0.523997	3.27872e-06	0.54538	0.508203	0.0283328	0.525212	0.110068	0.110068	0.610335	0.553594	0.68601	0.516192	0.609391	0.609391	0.65632	0.567508	0.721825	0.615353	N/A
